tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,dog_stage,jpg_url,p1,p2,p3,favorites,retweets,followers,retweeted_status
887517139158093824,2017-07-19 03:39:09,http://twitter.com/download/iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,None,None ,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,tow truck,shopping cart,46959,12082,3200890,Original tweet
887473957103951883,2017-07-19 00:47:34,http://twitter.com/download/iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,None ,,,,,69871,18781,3200890,Original tweet
887343217045368832,2017-07-18 16:08:03,http://twitter.com/download/iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,None ,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican hairless,sea lion,Weimaraner,34222,10737,3200890,Original tweet
887101392804085760,2017-07-18 00:07:08,http://twitter.com/download/iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,None ,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,Eskimo dog,Staffordshire bullterrier,31061,6167,3200890,Original tweet
886983233522544640,2017-07-17 16:17:36,http://twitter.com/download/iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,None ,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,toy terrier,can opener,35859,8084,3200890,Original tweet
886736880519319552,2017-07-16 23:58:41,http://twitter.com/download/iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,None ,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,Great Pyrenees,Dandie Dinmont,12306,3443,3200890,Original tweet
886680336477933568,2017-07-16 20:14:00,http://twitter.com/download/iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,None ,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,sports car,car wheel,22798,4610,3200890,Original tweet
886366144734445568,2017-07-15 23:25:31,http://twitter.com/download/iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French bulldog,Chihuahua,Boston bull,21524,3316,3200890,Original tweet
886267009285017600,2017-07-15 16:51:35,http://twitter.com/download/iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,None,None ,,,,,117,4,3200890,Original tweet
886258384151887873,2017-07-15 16:17:19,http://twitter.com/download/iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,None ,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,shower cap,Siamese cat,28469,6523,3200890,Original tweet
885984800019947520,2017-07-14 22:10:11,http://twitter.com/download/iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,None ,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim spaniel,Shih-Tzu,Bernese mountain dog,33382,7097,3200890,Original tweet
885528943205470208,2017-07-13 15:58:47,http://twitter.com/download/iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,None ,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,Labrador retriever,kuvasz,36689,6683,3200890,Original tweet
885518971528720385,2017-07-13 15:19:09,http://twitter.com/download/iphone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,None ,,,,,20788,3899,3200890,Original tweet
885167619883638784,2017-07-12 16:03:00,http://twitter.com/download/iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,None ,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,Siberian husky,Eskimo dog,22367,4556,3200890,Original tweet
884925521741709313,2017-07-12 00:01:00,http://twitter.com/download/iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,None ,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian greyhound,American Staffordshire terrier,Staffordshire bullterrier,68152,16439,3200890,Original tweet
884876753390489601,2017-07-11 20:47:12,http://twitter.com/download/iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,None ,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,Norwich terrier,Norfolk terrier,28514,6096,3200890,Original tweet
884562892145688576,2017-07-11 00:00:02,http://twitter.com/download/iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,None ,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,French bulldog,Brabancon griffon,24765,5100,3200890,Original tweet
884441805382717440,2017-07-10 15:58:53,http://twitter.com/download/iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,None ,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,Cardigan,Chihuahua,27478,5856,3200890,Original tweet
884247878851493888,2017-07-10 03:08:17,http://twitter.com/download/iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,None ,,,,,74423,21298,3200890,Original tweet
884162670584377345,2017-07-09 21:29:42,http://twitter.com/download/iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German shepherd,malinois,Norwegian elkhound,20771,3128,3200890,Original tweet
883838122936631299,2017-07-09 00:00:04,http://twitter.com/download/iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,None ,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,miniature pinscher,kelpie,22349,3586,3200890,Original tweet
883482846933004288,2017-07-08 00:28:19,http://twitter.com/download/iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,None ,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,Labrador retriever,kuvasz,46860,10407,3200890,Original tweet
883360690899218434,2017-07-07 16:22:55,http://twitter.com/download/iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,Tibetan mastiff,Newfoundland,22986,3825,3200890,Original tweet
883117836046086144,2017-07-07 00:17:54,http://twitter.com/download/iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,None ,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,Labrador retriever,kuvasz,37914,6949,3200890,Original tweet
882992080364220416,2017-07-06 15:58:11,http://twitter.com/download/iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,None ,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo dog,Siberian husky,dingo,24445,4122,3200890,Original tweet
882762694511734784,2017-07-06 00:46:41,http://twitter.com/download/iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador retriever,Chesapeake Bay retriever,flat-coated retriever,28903,5134,3200890,Original tweet
882627270321602560,2017-07-05 15:48:34,http://twitter.com/download/iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,None ,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,Chihuahua,Cardigan,28382,6342,3200890,Original tweet
882268110199369728,2017-07-04 16:01:23,http://twitter.com/download/iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,None ,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,Labrador retriever,cocker spaniel,45880,12118,3200890,Original tweet
882045870035918850,2017-07-04 01:18:17,http://twitter.com/download/iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,None ,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web site,dhole,golden retriever,29900,5203,3200890,Original tweet
881906580714921986,2017-07-03 16:04:48,http://twitter.com/download/iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,None ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,Chesapeake Bay retriever,koala,24773,3533,3200890,Original tweet
881666595344535552,2017-07-03 00:11:11,http://twitter.com/download/iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,None ,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,Afghan hound,golden retriever,51522,11099,3200890,Original tweet
881633300179243008,2017-07-02 21:58:53,http://twitter.com/download/iphone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17,10,None,None ,,,,,129,7,3200890,Original tweet
881536004380872706,2017-07-02 15:32:16,http://twitter.com/download/iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,None,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,Angora,Persian cat,50199,16570,3200890,Original tweet
881268444196462592,2017-07-01 21:49:04,http://twitter.com/download/iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,None ,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,Indian elephant,ibex,23501,5358,3200890,Original tweet
880935762899988482,2017-06-30 23:47:07,http://twitter.com/download/iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,None ,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street sign,umbrella,traffic light,17346,2886,3200890,Original tweet
880872448815771648,2017-06-30 19:35:32,http://twitter.com/download/iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,None ,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,Norwich terrier,Chihuahua,21734,3989,3200890,Original tweet
880465832366813184,2017-06-29 16:39:47,http://twitter.com/download/iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,None ,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,Labrador retriever,cocker spaniel,29075,6546,3200890,Original tweet
880221127280381952,2017-06-29 00:27:25,http://twitter.com/download/iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,None ,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,meerkat,clumber,27640,4436,3200890,Original tweet
880095782870896641,2017-06-28 16:09:20,http://twitter.com/download/iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,None ,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,Rhodesian ridgeback,beagle,28150,4533,3200890,Original tweet
879862464715927552,2017-06-28 00:42:13,http://twitter.com/download/iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,None ,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,beagle,cocker spaniel,22667,3642,3200890,Original tweet
879674319642796034,2017-06-27 12:14:36,http://twitter.com/download/iphone,@RealKentMurphy 14/10 confirmed,14,10,None,None ,,,,,315,10,3200890,Original tweet
879492040517615616,2017-06-27 00:10:17,http://twitter.com/download/iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,None ,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German short-haired pointer,vizsla,bath towel,23822,3323,3200890,Original tweet
879415818425184262,2017-06-26 19:07:24,http://twitter.com/download/iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,None ,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English springer,Boston bull,Cardigan,107956,45849,3200891,Original tweet
879376492567855104,2017-06-26 16:31:08,http://twitter.com/download/iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,None ,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,Labrador retriever,Pembroke,17099,3261,3200891,Original tweet
879050749262655488,2017-06-25 18:56:45,http://twitter.com/download/iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,None ,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,window screen,Egyptian cat,23022,4941,3200892,Original tweet
879008229531029506,2017-06-25 16:07:47,http://twitter.com/download/iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,None ,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,miniature pinscher,American Staffordshire terrier,19317,2812,3200892,Original tweet
878776093423087618,2017-06-25 00:45:22,http://twitter.com/download/iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian greyhound,whippet,Ibizan hound,19763,4319,3200892,Original tweet
878604707211726852,2017-06-24 13:24:20,http://twitter.com/download/iphone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,None,None ,,,,,30931,7582,3200892,Original tweet
878281511006478336,2017-06-23 16:00:04,http://twitter.com/download/iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,None ,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,collie,Appenzeller,7913,1349,3200892,Original tweet
878057613040115712,2017-06-23 01:10:23,http://twitter.com/download/iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,None ,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French bulldog,Boston bull,toy terrier,42876,7181,3200892,Original tweet
877736472329191424,2017-06-22 03:54:17,http://twitter.com/download/iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,None ,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay retriever,Labrador retriever,Weimaraner,71144,17300,3200892,Original tweet
877556246731214848,2017-06-21 15:58:08,http://twitter.com/download/iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,None ,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,Welsh springer spaniel,bathtub,23258,3994,3200892,Original tweet
877316821321428993,2017-06-21 00:06:44,http://twitter.com/download/iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,None ,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,Italian greyhound,golden retriever,27907,5414,3200892,Original tweet
877201837425926144,2017-06-20 16:29:50,http://twitter.com/download/iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,None ,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,Cardigan,basenji,27755,5880,3200892,Original tweet
876838120628539392,2017-06-19 16:24:33,http://twitter.com/download/iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,redbone,Tibetan mastiff,21125,3506,3200892,Original tweet
876537666061221889,2017-06-18 20:30:39,http://twitter.com/download/iphone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,None,None ,,,,,23869,4800,3200892,Original tweet
876484053909872640,2017-06-18 16:57:37,http://twitter.com/download/iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,None ,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,Irish terrier,chow,19163,2511,3200891,Original tweet
876120275196170240,2017-06-17 16:52:05,http://twitter.com/download/iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,None ,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese mountain dog,Saint Bernard,Greater Swiss Mountain dog,28490,4903,3200891,Original tweet
875747767867523072,2017-06-16 16:11:53,http://twitter.com/download/iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,None ,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador retriever,Chesapeake Bay retriever,vizsla,25773,4497,3200891,Original tweet
